도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
동한문화센터문고,대구광역시,달서구,작은도서관,매주 월요일 및 법정공휴일,10:00,17:00,10:00,17:00,13:00,17:00,16,3508,0,354,5,30,"대구광역시 달서구 송현로 113 (송현2동, 본동종합사회복지관)",본동종합사회복지관,053-636-5567,,117,,35.82712717,128.5433255,2020-10-12,3470000,대구광역시 달서구
유천포스코더샵마을문고,대구광역시,달서구,작은도서관,매주 토·일요일 및 법정공휴일,13:00,18:00,00:00,00:00,00:00,00:00,36,10500,0,0,3,7,"대구광역시 달서구 달서대로 67 (유천동, 유천포스코더샵)",,053-281-8101,,56.58,,35.81439232,128.5081594,2020-10-12,3470000,대구광역시 달서구
쪽구름도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,105,54181,28,0,10,14,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시,063-281-6530,1878,1585,lib.jeonju.go.kr,35.8713943729,127.0757146555,2020-08-31,4640000,전라북도 전주시
건지도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,115,47480,32,0,10,14,전라북도 전주시 덕진구 호성로 25,전라북도 전주시,063-281-6600,5359,1472,lib.jeonju.go.kr,35.85406265,127.151643,2020-08-31,4640000,전라북도 전주시
간납대작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일",10:00,18:00,00:00,00:00,00:00,00:00,10,4325,0,0,5,14,전라북도 전주시 완산구 간납로 8-6,간납대작은도서관운영위원회,070-4503-5919,,50,http://caf?.naver.com/07045035919,35.8165239,127.1554695,2020-08-31,4640000,전라북도 전주시
건지산숲속작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",09:00,18:00,09:00,17:00,09:00,17:00,25,2822,0,0,0,0,전라북도 전주시 덕진구 건지로 20,전라북도 전주시,063-714-2812,,50,,35.8478852757,127.1411043466,2020-08-31,4640000,전라북도 전주시
글마당작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일, 법정 공휴일",14:00,22:00,00:00,00:00,00:00,00:00,50,8026,0,0,10,14,전라북도 전주시 완산구 안행로 176,현대아파트입주자대표회의,070-4127-8015,,182,,35.8115112256,127.1318756647,2020-08-31,4640000,전라북도 전주시
금호작은도서관,전라북도,전주시,작은도서관,매주일요일,09:30,18:00,09:30,12:00,00:00,00:00,24,7521,0,0,5,14,전라북도 전주시 완산구 효동3길 33,금호아파트입주자대표회의,063-286-2299,320.66,168.78,,35.8024601726,127.1298410785,2020-08-31,4640000,전라북도 전주시
꿈드리작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,25,2000,0,0,5,14,전라북도 전주시 완산구 삼천천변1길 32,남양아파트입주자대표회의,063-225-7338,,110,https://cafe.naver.com/2257338 (네이버카페),35.7939456759,127.1133442877,2020-08-31,4640000,전라북도 전주시
꿈나무어린이문고,울산광역시,중구,작은도서관,"매주일, 월요일",10:00,17:00,10:00,17:00,00:00,00:00,20,1500,0,0,3,14,울산광역시 중구 구교9길 71(반구동),,052-292-3947,,,,35.5634752,129.3372937,2020-08-11,6310000,울산광역시
옥골샘도서관,울산광역시,중구,작은도서관,"매주토, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,25,9730,8,301,3,14,울산광역시 중구 중앙길 199(중앙동),울산광역시 중구청,052-290-4185,,75.4,http://lib.junggu.ulsan.kr,35.55746014,129.3240802,2020-08-11,6310000,울산광역시
태화루도서관,울산광역시,중구,작은도서관,"매주토, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,33,12576,8,522,3,14,울산광역시 중구 유곡로 45,울산광역시 중구청,052-290-4190,,168.29,http://lib.junggu.ulsan.kr,35.5565342,129.304478,2020-08-11,6310000,울산광역시
함월도서관,울산광역시,중구,작은도서관,"매주월요일, 일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,71,17657,10,630,3,14,울산광역시 중구 백양로 34(성안동),울산광역시 중구청,052-290-4180,,407.39,http://lib.junggu.ulsan.kr,35.57442627,129.3097587,2020-08-11,6310000,울산광역시
약숫골도서관,울산광역시,중구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,191,34504,37,975,3,14,울산광역시 중구 평산4길 38(약사동),울산광역시 중구청,052-290-4170,1343,481.27,https://lib.junggu.ulsan.kr/,35.5704567,129.3372122,2020-08-11,6310000,울산광역시
외솔한옥도서관,울산광역시,중구,작은도서관,"매주월요일, 일요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,20,3123,0,0,3,14,울산광역시 중구 병영7길 36(동동),울산광역시 중구청,052-290-4196,,90,http://lib.junggu.ulsan.kr,35.57478508,129.3480663,2020-08-11,6310000,울산광역시
중앙도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,447,127407,96,1185,20,14,울산광역시 북구 두부곡 1길 9(연암동),울산광역시 북구,052-241-7407,992,2447.14,https://www.usbl.or.kr,35.58419071,129.3672866,2020-03-18,6310000,울산광역시
매곡도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,220,28826,81,0,20,14,울산광역시 북구 매곡로 138-19 (매곡동),울산광역시 북구,052-241-7470,3787,2103.77,https://www.usbl.or.kr,35.64650566,129.3588981,2020-03-18,6310000,울산광역시
기적의도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,20:00,09:00,18:00,09:00,18:00,172,57399,27,1206,20,14,울산광역시 북구 이화5길 29-13(중산동),울산광역시 북구,052-241-7420,891,728.5,https://www.usbl.or.kr,35.66216258,129.3365171,2020-03-18,6310000,울산광역시
농소1동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,188,53349,25,907,20,14,울산광역시 북구 동대 15길 27 (호계동),울산광역시 북구,052-241-7430,702,952.7,https://www.usbl.or.kr,35.6291873,129.3545038,2020-03-18,6310000,울산광역시
농소3동도서관,울산광역시,북구,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,09:00,18:00,256,52773,28,980,20,14,울산광역시 북구 아진1로 47(천곡동),울산광역시 북구,052-241-7440,966,932.32,https://www.usbl.or.kr,35.6330929,129.3355864,2020-03-18,6310000,울산광역시
꽃바위작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,25,24861,4,552,5,14,울산광역시 동구 문현3길 6(꽃바위문화관 1층),울산광역시동구청,052-209-4337,,,http//library.donggu.ulsan.kr,35.48705831,129.4112636,2020-10-30,3710000,울산광역시 동구
화정작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,20,19199,4,840,5,14,울산광역시 동구 대송로 140(화정주민센터 1층),울산광역시동구청,052-209-3950,,,http//library.donggu.ulsan.kr,35.49586711,129.4225846,2020-10-30,3710000,울산광역시 동구
전하작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,34,23567,4,817,5,14,울산광역시 동구 진성8길 91(바드래문화관 1층),울산광역시동구청,052-209-3936,,,http//library.donggu.ulsan.kr,35.50935529,129.4293241,2020-10-30,3710000,울산광역시 동구
남목작은도서관,울산광역시,동구,작은도서관,월요일,10:00,18:00,10:00,18:00,10:00,18:00,27,20159,4,970,5,14,울산광역시 동구 방어진순환도로 1170(남목1동주민센터 2층),울산광역시동구청,052-209-3947,,,http//library.donggu.ulsan.kr,35.53928726,129.4207551,2020-10-30,3710000,울산광역시 동구
완산도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,586,281753,46,31027,10,14,전라북도 전주시 완산구 곤지산4길 12,전라북도 전주시,063-230-1830,7424,6627,lib.jeonju.go.kr,35.8092413969,127.1475427852,2020-08-31,4640000,전라북도 전주시
삼천도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,360,101936,30,1565,10,14,전라북도 전주시 완산구 용리로 107,전라북도 전주시,063-281-6460,20580,2665,lib.jeonju.go.kr,35.7989436,127.1216932,2020-08-31,4640000,전라북도 전주시
서신도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,442,110818,32,0,10,14,전라북도 전주시 완산구 서신천변14길 10,전라북도 전주시,063-281-6550,2016,4256,lib.jeonju.go.kr,35.831016,127.1153256,2020-08-31,4640000,전라북도 전주시
평화도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,248,76036,29,1273,10,14,전라북도 전주시 완산구 평화14길 27-51,전라북도 전주시,063-281-6422,15152,2964,lib.jeonju.go.kr,35.7913801404,127.1348546,2020-08-31,4640000,전라북도 전주시
효자도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,263,48131,30,0,10,14,전라북도 전주시 완산구 우전로 181,전라북도 전주시,063-281-6490,2500,3220,lib.jeonju.go.kr,35.8109942245,127.1005947700,2020-08-31,4640000,전라북도 전주시
송천도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,307,96837,36,1216,10,14,전라북도 전주시 덕진구 솔내로 212,전라북도 전주시,063-281-6500,5277,3367,lib.jeonju.go.kr,35.8693883292,127.1281100,2020-08-31,4640000,전라북도 전주시
금암도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,420,154827,26,1578,10,14,전라북도 전주시 덕진구 거북바우로13,전라북도 전주시,063-281-6440,3169,2712,lib.jeonju.go.kr,35.8363389428,127.1400799106,2020-08-31,4640000,전라북도 전주시
인후도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,392,88317,28,1588,10,14,전라북도 전주시 덕진구 안덕원로 349,전라북도 전주시,063-281-6400,5606,2519,lib.jeonju.go.kr,35.839517,127.1633999519,2020-08-31,4640000,전라북도 전주시
아중도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,129,75619,28,0,10,14,전라북도 전주시 덕진구 무삼지2길 7,전라북도 전주시,063-281-6475,1430,2793,lib.jeonju.go.kr,35.826303,127.162609974,2020-08-31,4640000,전라북도 전주시
유곡푸르지오책마루도서관,울산광역시,중구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,32,3891,2,36,3,14,울산광역시 중구 평동3길 1(유곡동),,052-248-7897,,,,35.56097278,129.3051821,2020-08-11,6310000,울산광역시
책의숲,울산광역시,중구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,20,5688,0,0,3,14,울산광역시 중구 평동3길 2(유곡동),,052-246-0015,,,,35.55894932,129.3028085,2020-08-11,6310000,울산광역시
페다고지,울산광역시,중구,작은도서관,"매주토, 일요일",10:00,18:00,00:00,00:00,00:00,00:00,30,3031,3,250,3,14,울산광역시 중구 장춘로 110(성남동),,052-244-9654,,,,35.5570015,129.3205822,2020-08-11,6310000,울산광역시
어깨동무도서관,울산광역시,중구,작은도서관,"매주토, 일요일",10:00,19:00,00:00,00:00,00:00,00:00,10,3600,2,0,3,14,울산광역시 중구 병영성4길 36-3(남외동),,052-295-0815,,,,35.5752742,129.3418999,2020-08-11,6310000,울산광역시
작은도서관 책마을,울산광역시,중구,작은도서관,"매주토, 일요일",09:00,18:00,00:00,00:00,00:00,00:00,50,14340,4,0,3,14,울산광역시 중구 푸름길 30(복산동),,052-244-0011,,,,35.5592312,129.3264216,2020-08-11,6310000,울산광역시
에일린의뜰문고,울산광역시,중구,작은도서관,"매주토, 일요일",10:00,16:00,00:00,00:00,00:00,00:00,20,2700,0,0,3,14,울산광역시 중구 남외1길 105(남외동),,052-295-0706,,,,35.56750085,129.349552,2020-08-11,6310000,울산광역시
남외푸르지오문고,울산광역시,중구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,20,6853,0,0,3,14,울산광역시 중구 남외3길 33(남외동),,052-281-0399,,,,35.56494419,129.3490627,2020-08-11,6310000,울산광역시
중앙나누리 작은도서관,광주광역시,서구,작은도서관,"매주월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,60,4392,0,0,10,14,광주광역시 서구 화정로 189번길 25,,062-717-9192,,238,http://cafe.daum.net/j-nanuri,35.1476993315,126.8769732679,2020-09-25,3600000,광주광역시 서구
화정문고,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",11:00,21:00,11:00,21:00,11:00,21:00,25,5000,0,0,5,20,광주광역시 서구 상무대로 1014번길 44,화정문고,070-8835-0910,265,165,,35.147682,126.872604,2020-09-25,3600000,광주광역시 서구
지혜의샘터,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",11:00,21:00,11:00,21:00,11:00,21:00,20,2300,2,0,2,7,광주광역시 서구 염화로31번길5,개인,062-373-0136,,33,,35.1371143,126.8722812,2020-09-25,3600000,광주광역시 서구
광주광역시청소년문화의집미소책방,광주광역시,서구,작은도서관,"매주월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,30,8000,2,0,3,7,광주광역시 서구 화정로179번길 63,광주광역시청소년문화의집,062-375-1324,,158.24,,35.15063793,126.8758963,2020-09-25,3600000,광주광역시 서구
월광교회 작은도서관,광주광역시,서구,작은도서관,"매주월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,47,26747,0,0,0,0,광주광역시 서구 염화로31번길 7,월광교회,062-375-4664,,165,,35.13683223,126.871952,2020-09-25,3600000,광주광역시 서구
오색종이 신나는 작은도서관,광주광역시,서구,작은도서관,"매주일요일,국가지정공휴일",09:30,18:00,09:30,18:00,09:30,18:00,12,2500,0,0,5,10,광주광역시 서구 금부로 95번길 7,,062-228-0103,,51.83,,35.1404096,126.8591632,2020-09-25,3600000,광주광역시 서구
교육과희망 작은도서관,광주광역시,서구,작은도서관,무휴,10:00,18:00,10:00,18:00,10:00,18:00,15,3000,0,0,3,14,광주광역시 서구 금부로95번길 43,,062-382-0979,,40.47,,35.14350843,126.8580686,2020-09-25,3600000,광주광역시 서구
서구공공도서관,광주광역시,서구,공공도서관,"매월 첫번째, 세번째 월요일 및 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,440,57544,20,26,5,15,광주광역시 서구 마재로 3,광주광역시 서구청,062-654-4306,1250,835,http://www.seogu.gwangju.kr/library,35.13082708,126.8603245,2020-09-25,3600000,광주광역시 서구
서구어린이생태도서관,광주광역시,서구,공공도서관,"매월 두번째, 네번째 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,150,43907,16,1026,5,15,광주광역시 서구 풍암공원로 8,광주광역시 서구청,062-350-4584,2268,1323,http://www.seogu.gwangju.kr/library,35.12979719,126.881857,2020-09-25,3600000,광주광역시 서구
상록도서관,광주광역시,서구,공공도서관,"매월 두번째, 네번째 월요일, 법정공휴일",09:00,22:00,09:00,22:00,00:00,00:00,238,43478,21,1527,5,15,광주광역시 서구 상무대로 1171번길 11,광주광역시 서구청,062-350-4589,1224,1696.85,http://www.seogu.gwangju.kr/library,35.15522227,126.888943,2020-09-25,3600000,광주광역시 서구
노원정보도서관,서울특별시,노원구　,공공도서관,"법정공휴일(일요일제외),매월 첫째,셋째 월요일",08:00,23:00,09:00,17:00,00:00,00:00,847,171174,99,7682,5,14,서울특별시 노원구 노원로34길 43(상계동),노원구구립도서관,02-950-0050,2850,6526,www.nowonlib.kr,37.6610997483,127.0650081,2020-07-14,3100000,서울특별시 노원구
노원어린이도서관,서울특별시,노원구　,공공도서관,"법정공휴일(일요일제외),매주 화요일",09:00,18:00,09:00,17:00,00:00,00:00,380,113306,35,5862,5,14,서울특별시 노원구 한글비석로 346(중계동),노원구구립도서관,02-933-7145,1140,1361.88,www.nowonlib.kr,37.65795085,127.0763791,2020-07-14,3100000,서울특별시 노원구
